Datum,Uur,humidity_relative,cloudiness,temp,pressure,kwh,Opkomst,Op ware middag,Ondergang
2023-06-11,13,45.633333333333326,1.0,27.8,1014.0,1.5860000000000127,330,822,1315
2023-06-11,14,45.56666666666666,2.0,27.65,1013.75,1.5248000000000275,330,822,1315
2023-06-11,15,47.36666666666667,2.0,27.525,1013.35,1.2899999999999636,330,822,1315
2023-06-11,16,44.699999999999996,1.0,27.325,1013.1,1.0267000000000053,330,822,1315
2023-06-11,17,57.43333333333334,2.0,24.9,1013.25,0.32749999999998636,330,822,1315
2023-06-11,18,71.10000000000001,6.0,22.825,1013.45,0.09010000000000673,330,822,1315
2023-06-11,19,75.7,7.0,22.275,1013.95,0.0004000000000132786,330,822,1315
2023-06-11,20,72.60000000000001,7.0,21.925,1014.25,0.0,330,822,1315
2023-06-11,21,74.33333333333333,7.0,20.625,1014.45,0.0,330,822,1315
2023-06-11,22,78.66666666666667,7.0,19.299999999999997,1014.525,0.0,330,822,1315
2023-06-11,23,81.0,5.0,18.6,1014.675,0.0,330,822,1315
2023-06-12,0,85.89999999999999,6.0,18.125,1014.75,0.0,329,822,1316
2023-06-12,1,90.73333333333333,6.0,17.45,1015.075,0.0,329,822,1316
2023-06-12,2,92.5,6.0,17.05,1015.2,0.0,329,822,1316
2023-06-12,3,92.53333333333335,6.0,17.1,1014.825,0.0,329,822,1316
2023-06-12,4,92.76666666666667,7.0,16.75,1014.875,0.0,329,822,1316
2023-06-12,5,91.7,6.0,17.55,1015.2,0.019900000000006912,329,822,1316
2023-06-12,6,82.8,5.0,18.975,1015.3,0.11799999999993815,329,822,1316
2023-06-12,7,76.10000000000001,4.0,20.125,1015.425,0.15030000000001564,329,822,1316
2023-06-12,8,69.0,3.0,21.299999999999997,1015.55,0.3346000000000231,329,822,1316
2023-06-12,9,61.93333333333334,1.0,21.925,1015.55,0.7382000000000062,329,822,1316
2023-06-12,10,59.43333333333334,2.0,23.075,1015.6,1.1399999999999864,329,822,1316
2023-06-12,11,53.699999999999996,2.0,23.675,1015.375,1.4298000000000002,329,822,1316
2023-06-12,12,48.03333333333333,3.0,24.3,1015.1,1.6236999999999853,329,822,1316
2023-06-12,13,42.76666666666667,3.0,24.775,1014.7750000000001,1.6739000000000033,329,822,1316
2023-06-12,14,40.333333333333336,3.0,25.3,1014.425,1.6526000000000067,329,822,1316
2023-06-12,15,45.36666666666667,3.0,25.7,1014.1,1.5447000000000344,329,822,1316
2023-06-12,16,40.333333333333336,3.0,25.65,1013.825,1.2083000000000084,329,822,1316
2023-06-12,17,38.9,2.0,25.925,1013.3,0.6134999999999309,329,822,1316
2023-06-12,18,41.3,1.0,25.175,1013.075,0.1230000000000473,329,822,1316
2023-06-12,19,45.46666666666667,1.0,23.85,1013.125,0.0624000000000251,329,822,1316
2023-06-12,20,50.699999999999996,1.0,22.225,1013.3,0.011700000000018917,329,822,1316
2023-06-12,21,54.5,1.0,21.075,1013.525,0.0,329,822,1316
2023-06-12,22,58.53333333333334,1.0,20.375,1013.25,0.0,329,822,1316
2023-06-12,23,60.6,1.0,19.925,1013.125,0.0,329,822,1316
2023-06-13,0,62.93333333333334,4.0,19.625,1013.0,0.0,329,823,1316
2023-06-13,1,58.666666666666664,5.0,20.075,1012.85,0.0,329,823,1316
2023-06-13,2,56.166666666666664,4.0,19.6,1012.675,0.0,329,823,1316
2023-06-13,3,57.333333333333336,3.0,18.9,1012.525,0.0,329,823,1316
2023-06-13,4,59.199999999999996,1.0,18.35,1012.725,0.0,329,823,1316
2023-06-13,5,59.93333333333334,1.0,18.65,1013.0,0.020699999999919783,329,823,1316
2023-06-13,6,58.96666666666667,2.0,19.675,1013.375,0.08540000000004966,329,823,1316
2023-06-13,7,54.26666666666667,1.0,20.875,1013.375,0.13260000000002492,329,823,1316
2023-06-13,8,48.26666666666667,1.0,22.775,1013.6,0.32799999999997453,329,823,1316
2023-06-13,9,42.96666666666667,1.0,24.375,1013.6,0.755800000000022,329,823,1316
2023-06-13,10,41.36666666666667,0.0,25.125,1013.425,1.181699999999978,329,823,1316
2023-06-13,11,35.96666666666667,1.0,26.3,1013.4,1.5054000000000087,329,823,1316
2023-06-13,12,33.199999999999996,1.0,26.75,1013.25,1.707400000000007,329,823,1316
2023-06-13,13,35.53333333333333,1.0,26.35,1013.05,1.7836999999999534,329,823,1316
2023-06-13,14,42.166666666666664,1.0,24.775000000000002,1012.875,1.748199999999997,329,823,1316
2023-06-13,15,43.1,1.0,24.775,1012.625,1.547900000000027,329,823,1316
2023-06-13,16,43.86666666666667,1.0,24.7,1012.425,1.196299999999951,329,823,1316
2023-06-13,17,43.333333333333336,1.0,24.025,1012.3000000000001,0.6163999999999987,329,823,1316
2023-06-13,18,44.06666666666666,1.0,23.6,1012.425,0.16770000000008167,329,823,1316
2023-06-13,19,47.900000000000006,1.0,22.65,1012.65,0.07830000000001291,329,823,1316
2023-06-13,20,47.333333333333336,1.0,21.65,1013.225,0.011199999999917054,329,823,1316
2023-06-13,21,54.63333333333333,1.0,19.925,1013.825,0.0,329,823,1316
2023-06-13,22,58.73333333333333,1.0,19.3,1014.0,0.0,329,823,1316
2023-06-13,23,66.0,1.0,18.425,1014.325,0.0,329,823,1316
2023-06-14,0,68.89999999999999,1.0,17.575000000000003,1014.525,0.0,329,823,1317
2023-06-14,1,72.83333333333333,1.0,17.075,1014.6,0.0,329,823,1317
2023-06-14,2,73.56666666666668,1.0,15.95,1014.675,0.0,329,823,1317
2023-06-14,3,72.46666666666665,1.0,15.95,1014.725,0.0,329,823,1317
2023-06-14,4,70.10000000000001,2.0,15.775,1015.0,0.0,329,823,1317
2023-06-14,5,66.93333333333334,2.0,16.675,1015.5,0.020200000000045293,329,823,1317
2023-06-14,6,54.06666666666666,1.0,19.099999999999998,1015.525,0.06719999999995707,329,823,1317
2023-06-14,7,49.13333333333333,1.0,20.925,1015.825,0.12020000000006803,329,823,1317
2023-06-14,8,46.93333333333334,1.0,22.75,1016.3,0.30729999999994106,329,823,1317
2023-06-14,9,46.96666666666667,1.0,23.15,1016.5,0.7583000000000766,329,823,1317
2023-06-14,10,45.166666666666664,1.0,23.675,1016.625,1.1993999999999687,329,823,1317
2023-06-14,11,45.0,1.0,23.8,1016.6750000000001,1.536100000000033,329,823,1317
2023-06-14,12,44.4,1.0,23.925,1016.525,1.730799999999931,329,823,1317
2023-06-14,13,43.36666666666667,1.0,24.35,1016.55,1.8120999999999867,329,823,1317
2023-06-14,14,43.6,1.0,24.125,1016.575,1.7907000000000153,329,823,1317
2023-06-14,15,42.833333333333336,1.0,24.15,1016.55,1.5668000000000575,329,823,1317
2023-06-14,16,41.699999999999996,1.0,24.0,1016.55,1.217800000000011,329,823,1317
2023-06-14,17,42.03333333333334,1.0,23.575,1016.475,0.6325999999999112,329,823,1317
2023-06-14,18,41.8,1.0,23.175,1016.775,0.11440000000004602,329,823,1317
2023-06-14,19,43.0,1.0,22.225,1017.25,0.05920000000003256,329,823,1317
2023-06-14,20,47.56666666666666,1.0,20.85,1017.5,0.010499999999979082,329,823,1317
2023-06-14,21,52.06666666666666,1.0,19.75,1018.075,0.0,329,823,1317
2023-06-14,22,57.73333333333333,1.0,18.75,1018.175,0.0,329,823,1317
2023-06-14,23,58.43333333333334,1.0,17.924999999999997,1018.525,0.0,329,823,1317
2023-06-15,0,64.56666666666668,1.0,16.725,1018.7,0.0,329,823,1318
2023-06-15,1,67.60000000000001,1.0,16.1,1018.7,0.0,329,823,1318
2023-06-15,2,68.2,1.0,15.600000000000001,1018.725,0.0,329,823,1318
2023-06-15,3,71.46666666666667,1.0,15.3,1018.775,0.0,329,823,1318
2023-06-15,4,72.56666666666666,1.0,15.025,1019.0,0.0,329,823,1318
2023-06-15,5,70.7,1.0,15.925,1019.425,0.01969999999994343,329,823,1318
2023-06-15,6,62.86666666666667,1.0,18.225,1019.625,0.07100000000002638,329,823,1318
2023-06-15,7,55.96666666666667,1.0,20.0,1019.75,0.11180000000001655,329,823,1318
2023-06-15,8,49.800000000000004,1.0,21.975,1020.0,0.2863999999999578,329,823,1318
2023-06-15,9,46.800000000000004,1.0,23.275,1020.075,0.7499000000000251,329,823,1318
2023-06-15,10,45.199999999999996,1.0,23.725,1020.175,1.1966999999999643,329,823,1318
2023-06-15,11,46.96666666666667,1.0,23.5,1020.225,1.533800000000042,329,823,1318
2023-06-15,12,44.73333333333333,2.0,23.825,1020.025,1.426900000000046,329,823,1318
2023-06-15,13,45.03333333333334,2.0,23.825,1019.675,1.6229999999999336,329,823,1318
2023-06-15,14,44.23333333333333,1.0,23.75,1019.625,1.7105999999999995,329,823,1318
2023-06-15,15,42.43333333333333,1.0,24.125,1019.375,1.5896999999999935,329,823,1318
2023-06-15,16,46.333333333333336,1.0,23.775,1019.2,1.2069000000000187,329,823,1318
2023-06-15,17,51.1,1.0,22.9,1019.2,0.627399999999966,329,823,1318
2023-06-15,18,50.86666666666667,3.0,22.075,1019.375,0.15820000000007894,329,823,1318
2023-06-15,19,52.79999999999999,3.0,21.125,1019.625,0.07949999999993906,329,823,1318
2023-06-15,20,54.9,3.0,20.075,1019.9,0.012000000000057298,329,823,1318
2023-06-15,21,59.06666666666666,3.0,19.1,1020.225,0.0,329,823,1318
2023-06-15,22,63.20000000000001,3.0,18.0,1020.0999999999999,0.0,329,823,1318
2023-06-15,23,68.36666666666666,3.0,16.8,1020.125,0.0,329,823,1318
2023-06-16,0,74.56666666666666,3.0,15.975,1019.925,0.0,329,823,1318
2023-06-16,1,77.13333333333334,3.0,15.55,1019.65,0.0,329,823,1318
2023-06-16,2,82.46666666666667,3.0,15.125,1019.4,0.0,329,823,1318
2023-06-16,3,85.7,3.0,14.325000000000001,1019.35,0.0,329,823,1318
2023-06-16,4,91.03333333333335,2.0,13.975,1019.5,0.0,329,823,1318
2023-06-16,5,90.0,2.0,15.0,1019.7,0.020699999999919783,329,823,1318
2023-06-16,6,83.83333333333333,2.0,17.325,1019.7249999999999,0.07970000000000255,329,823,1318
2023-06-16,7,74.60000000000001,2.0,18.95,1019.8,0.13350000000002638,329,823,1318
2023-06-16,8,66.56666666666666,1.0,20.175,1020.1,0.3039999999999736,329,823,1318
2023-06-16,9,60.13333333333333,1.0,21.275,1019.95,0.7466000000000577,329,823,1318
2023-06-16,10,53.699999999999996,1.0,22.1,1019.975,1.1829999999999927,329,823,1318
2023-06-16,11,51.23333333333333,1.0,22.8,1019.675,1.3324999999999818,329,823,1318
2023-06-16,12,50.333333333333336,1.0,22.875,1019.525,1.362600000000043,329,823,1318
2023-06-16,13,48.96666666666667,1.0,23.225,1019.25,1.7921999999999798,329,823,1318
2023-06-16,14,46.96666666666667,1.0,23.35,1018.925,1.7572000000000116,329,823,1318
2023-06-16,15,44.56666666666667,1.0,23.625,1018.625,1.5574000000000296,329,823,1318
2023-06-16,16,46.333333333333336,1.0,23.049999999999997,1018.325,1.2270999999999503,329,823,1318
2023-06-16,17,45.666666666666664,1.0,22.825,1018.025,0.6477999999999611,329,823,1318
2023-06-16,18,46.46666666666666,1.0,22.2,1018.0250000000001,0.14160000000003947,329,823,1318
2023-06-16,19,49.23333333333333,1.0,21.15,1017.8,0.06730000000004566,329,823,1318
2023-06-16,20,53.46666666666667,2.0,19.975,1017.775,0.009500000000002728,329,823,1318
2023-06-16,21,62.333333333333336,2.0,18.05,1017.95,0.0,329,823,1318
2023-06-16,22,65.63333333333334,3.0,17.3,1017.875,0.0,329,823,1318
2023-06-16,23,67.60000000000001,3.0,16.9,1017.8,0.0,329,823,1318
2023-06-17,0,68.86666666666666,5.0,16.65,1017.45,0.0,329,823,1318
2023-06-17,1,71.13333333333333,4.0,16.025,1017.175,0.0,329,823,1318
2023-06-17,2,74.73333333333333,3.0,15.325000000000001,1016.925,0.0,329,823,1318
2023-06-17,3,77.60000000000001,5.0,14.825,1016.525,0.0,329,823,1318
2023-06-17,4,73.63333333333334,3.0,15.375,1016.425,0.0,329,823,1318
2023-06-17,5,68.56666666666666,5.0,16.375,1016.375,0.0284999999998945,329,823,1318
2023-06-17,6,62.13333333333333,4.0,17.975,1016.15,0.0967000000000553,329,823,1318
2023-06-17,7,56.800000000000004,4.0,19.925,1016.15,0.17960000000005039,329,823,1318
2023-06-17,8,48.86666666666667,6.0,21.525,1016.175,0.4137999999999238,329,823,1318
2023-06-17,9,47.4,6.0,23.025,1016.0,0.7267000000000507,329,823,1318
2023-06-17,10,43.5,7.0,24.1,1015.7249999999999,0.9670999999999594,329,823,1318
2023-06-17,11,41.86666666666667,8.0,25.15,1015.4,0.9739000000000715,329,823,1318
2023-06-17,12,39.800000000000004,7.0,26.025,1014.775,1.1111999999999398,329,823,1318
2023-06-17,13,39.13333333333333,7.0,26.35,1014.45,1.036100000000033,329,823,1318
2023-06-17,14,45.76666666666667,7.0,25.25,1014.325,0.6781999999999471,329,823,1318
2023-06-17,15,47.666666666666664,8.0,23.75,1014.225,0.24250000000006366,329,823,1318
2023-06-17,16,45.26666666666667,7.0,24.975,1014.05,0.43679999999994834,329,823,1318
2023-06-17,17,50.199999999999996,7.0,24.1,1013.65,0.39039999999999964,329,823,1318
2023-06-17,18,49.86666666666667,7.0,24.3,1013.45,0.2499000000000251,329,823,1318
2023-06-17,19,51.300000000000004,7.0,23.45,1013.325,0.09149999999999636,329,823,1318
2023-06-17,20,58.76666666666667,7.0,21.775,1013.3,0.004699999999957072,329,823,1318
2023-06-17,21,66.0,7.0,20.475,1013.325,0.0,329,823,1318
2023-06-17,22,65.16666666666667,7.0,20.775,1013.2,0.0,329,823,1318
2023-06-17,23,67.06666666666666,7.0,20.275,1013.1,0.0,329,823,1318
2023-06-18,0,71.8,7.0,19.575000000000003,1012.65,0.0,329,824,1319
2023-06-18,1,69.66666666666667,7.0,19.1,1012.125,0.0,329,824,1319
2023-06-18,2,72.39999999999999,7.0,18.55,1011.8,0.0,329,824,1319
2023-06-18,3,76.76666666666667,7.0,18.075,1012.225,0.0,329,824,1319
2023-06-18,4,76.60000000000001,7.0,18.525,1012.325,0.0,329,824,1319
2023-06-18,5,79.93333333333334,7.0,18.3,1012.55,0.0,329,824,1319
2023-06-18,6,80.63333333333334,7.0,18.6,1012.75,0.023700000000076216,329,824,1319
2023-06-18,7,80.60000000000001,7.0,19.2,1012.65,0.10359999999991487,329,824,1319
2023-06-18,8,83.66666666666667,8.0,18.9,1012.7,0.19300000000009732,329,824,1319
2023-06-18,9,86.83333333333333,8.0,19.325,1012.425,0.29099999999994,329,824,1319
2023-06-18,10,84.3,8.0,19.95,1012.2,0.4030999999999949,329,824,1319
2023-06-18,11,79.23333333333333,7.0,21.15,1011.7,0.8114000000000487,329,824,1319
2023-06-18,12,74.43333333333334,7.0,22.025,1011.45,0.8999000000000024,329,824,1319
2023-06-18,13,66.33333333333333,6.0,23.675,1010.775,1.1616999999999962,329,824,1319
2023-06-18,14,61.633333333333326,4.0,24.75,1010.25,1.6014000000000124,329,824,1319
2023-06-18,15,57.166666666666664,6.0,25.25,1009.825,0.7170999999999594,329,824,1319
2023-06-18,16,59.599999999999994,7.0,24.9,1009.3,0.47849999999994,329,824,1319
2023-06-18,17,65.3,7.0,24.1,1008.5250000000001,0.2979000000000269,329,824,1319
2023-06-18,18,63.56666666666667,7.0,24.0,1008.0,0.14380000000005566,329,824,1319
2023-06-18,19,65.73333333333333,7.0,23.3,1008.1500000000001,0.01490000000001146,329,824,1319
2023-06-18,20,69.73333333333333,8.0,22.225,1007.625,0.0,329,824,1319
2023-06-18,21,79.33333333333333,7.0,20.15,1007.6,0.0,329,824,1319
2023-06-18,22,85.33333333333333,7.0,18.65,1007.75,0.0,329,824,1319
2023-06-18,23,88.83333333333333,7.0,18.55,1008.125,0.0,329,824,1319
2023-06-19,0,89.06666666666666,7.0,18.2,1008.8,0.0,329,824,1319
2023-06-19,1,90.63333333333333,8.0,17.875,1009.5,0.0,329,824,1319
2023-06-19,2,89.83333333333333,6.0,17.175,1010.175,0.0,329,824,1319
2023-06-19,3,88.8,7.0,16.275000000000002,1011.05,0.0,329,824,1319
2023-06-19,4,89.46666666666665,7.0,15.825,1011.625,0.0,329,824,1319
2023-06-19,5,88.89999999999999,7.0,15.925,1012.05,0.019499999999993634,329,824,1319
2023-06-19,6,87.13333333333333,7.0,16.35,1012.325,0.09919999999999618,329,824,1319
2023-06-19,7,84.8,4.0,17.1,1013.025,0.219600000000014,329,824,1319
2023-06-19,8,81.10000000000001,3.0,18.3,1013.325,0.387299999999982,329,824,1319
2023-06-19,9,76.53333333333335,5.0,19.475,1013.625,0.6234000000000606,329,824,1319
2023-06-19,10,72.39999999999999,5.0,20.525,1013.875,0.934699999999907,329,824,1319
2023-06-19,11,65.16666666666667,4.0,21.5,1013.825,1.2513999999999896,329,824,1319
2023-06-19,12,60.333333333333336,4.0,22.3,1013.775,1.6378000000000839,329,824,1319
2023-06-19,13,56.166666666666664,3.0,22.5,1013.45,1.721400000000017,329,824,1319
2023-06-19,14,56.9,3.0,22.925,1013.425,1.3447999999999638,329,824,1319
2023-06-19,15,56.96666666666667,5.0,22.525,1013.0,1.278599999999983,329,824,1319
2023-06-19,16,56.56666666666666,6.0,22.0,1012.7,0.3994999999999891,329,824,1319
2023-06-19,17,59.73333333333333,7.0,21.825000000000003,1012.275,0.3020999999999958,329,824,1319
2023-06-19,18,61.26666666666667,7.0,21.65,1012.15,0.2919000000000551,329,824,1319
2023-06-19,19,61.93333333333334,7.0,21.525,1012.175,0.12630000000001473,329,824,1319
2023-06-19,20,67.39999999999999,7.0,21.075,1012.2,0.012899999999945067,329,824,1319
2023-06-19,21,71.10000000000001,7.0,20.7,1012.725,0.0,329,824,1319
2023-06-19,22,78.5,7.0,19.95,1012.55,0.0,329,824,1319
2023-06-19,23,83.53333333333333,7.0,19.775,1012.075,0.0,329,824,1319
2023-06-20,0,82.73333333333333,7.0,19.75,1011.8,0.0,329,824,1319
2023-06-20,1,83.60000000000001,7.0,19.55,1011.625,0.0,329,824,1319
2023-06-20,2,85.03333333333335,8.0,19.0,1011.15,0.0,329,824,1319
2023-06-20,3,88.03333333333335,7.0,18.6,1010.975,0.0,329,824,1319
2023-06-20,4,86.10000000000001,3.0,18.15,1010.95,0.0,329,824,1319
2023-06-20,5,83.39999999999999,2.0,18.9,1010.55,0.0402000000000271,329,824,1319
2023-06-20,6,82.46666666666667,6.0,19.9,1010.175,0.11339999999995598,329,824,1319
2023-06-20,7,80.10000000000001,5.0,21.225,1009.9499999999999,0.13160000000004857,329,824,1319
2023-06-20,8,75.16666666666667,6.0,22.7,1009.9,0.31539999999995416,329,824,1319
2023-06-20,9,69.5,7.0,23.925,1009.8,0.7507000000000517,329,824,1319
2023-06-20,10,66.13333333333334,7.0,24.85,1009.6,1.0839999999999463,329,824,1319
2023-06-20,11,60.73333333333333,7.0,25.925,1009.1,1.3735000000000355,329,824,1319
2023-06-20,12,57.333333333333336,7.0,25.05,1009.375,0.4941000000000031,329,824,1319
2023-06-20,13,66.66666666666667,7.0,21.7,1009.65,0.08899999999994179,329,824,1319
2023-06-20,14,82.60000000000001,7.0,20.425,1009.975,0.0,329,824,1319
2023-06-20,15,91.56666666666668,7.0,20.0,1009.8249999999999,0.04060000000004038,329,824,1319
2023-06-20,16,92.96666666666665,7.0,19.525,1010.05,0.01779999999996562,329,824,1319
2023-06-20,17,93.53333333333335,7.0,19.4,1010.625,0.010300000000029286,329,824,1319
2023-06-20,18,94.5,6.0,19.325,1010.625,0.16999999999995907,329,824,1319
2023-06-20,19,94.76666666666667,7.0,19.4,1010.95,0.09140000000002146,329,824,1319
2023-06-20,20,95.93333333333334,5.0,19.3,1011.5,0.020499999999969987,329,824,1319
2023-06-20,21,96.66666666666667,5.0,18.75,1012.175,0.0,329,824,1319
2023-06-20,22,97.06666666666666,4.0,18.5,1012.4,0.0,329,824,1319
2023-06-20,23,97.2,4.0,17.875,1012.6,0.0,329,824,1319
2023-06-21,0,96.56666666666666,4.0,17.775,1012.95,0.0,329,824,1320
2023-06-21,1,92.53333333333335,6.0,17.525,1013.175,0.0,329,824,1320
2023-06-21,2,92.10000000000001,7.0,17.25,1013.425,0.0,329,824,1320
2023-06-21,3,93.3,4.0,16.650000000000002,1014.175,0.0,329,824,1320
2023-06-21,4,93.23333333333333,3.0,16.05,1014.725,0.0,329,824,1320
2023-06-21,5,94.43333333333334,4.0,16.275,1015.475,0.022000000000048203,329,824,1320
2023-06-21,6,89.26666666666667,7.0,17.05,1016.2,0.10429999999996653,329,824,1320
2023-06-21,7,85.63333333333333,7.0,17.475,1016.925,0.13600000000008095,329,824,1320
2023-06-21,8,83.10000000000001,4.0,18.375,1017.2,0.3748999999999114,329,824,1320
2023-06-21,9,74.86666666666666,2.0,19.675,1017.6,0.7667999999999893,329,824,1320
2023-06-21,10,71.03333333333333,1.0,20.75,1017.975,1.2139000000000806,329,824,1320
2023-06-21,11,69.2,2.0,21.225,1018.225,1.5255999999999403,329,824,1320
2023-06-21,12,63.56666666666666,1.0,21.475,1018.4,1.5863000000000511,329,824,1320
2023-06-21,13,61.63333333333333,1.0,22.175,1018.85,1.8468000000000302,329,824,1320
2023-06-21,14,60.666666666666664,1.0,22.225,1018.875,1.2146999999999935,329,824,1320
2023-06-21,15,58.166666666666664,3.0,22.3,1019.05,1.2334999999999354,329,824,1320
2023-06-21,16,57.76666666666667,3.0,22.45,1019.225,1.1315000000000737,329,824,1320
2023-06-21,17,55.56666666666666,3.0,22.625,1019.275,0.6282999999999674,329,824,1320
2023-06-21,18,65.43333333333334,5.0,21.325,1018.8,0.2763999999999669,329,824,1320
2023-06-21,19,68.26666666666667,6.0,20.75,1018.725,0.11770000000001346,329,824,1320
2023-06-21,20,71.36666666666667,7.0,19.525,1018.875,0.01999999999998181,329,824,1320
2023-06-21,21,75.26666666666667,7.0,18.775,1019.3,0.0,329,824,1320
2023-06-21,22,77.9,7.0,18.175,1019.325,0.0,329,824,1320
2023-06-21,23,83.53333333333335,7.0,17.175,1019.575,0.0,329,824,1320
2023-06-22,0,86.39999999999999,7.0,16.525,1019.65,0.0,329,825,1320
2023-06-22,1,85.93333333333334,7.0,15.9,1019.375,0.0,329,825,1320
2023-06-22,2,87.76666666666667,7.0,15.575,1019.225,0.0,329,825,1320
2023-06-22,3,88.73333333333333,7.0,15.275,1019.025,0.0,329,825,1320
2023-06-22,4,86.53333333333335,7.0,15.475000000000001,1018.825,0.0,329,825,1320
2023-06-22,5,85.5,5.0,16.375,1018.875,0.042699999999967986,329,825,1320
2023-06-22,6,83.36666666666667,5.0,17.9,1018.725,0.11240000000009331,329,825,1320
2023-06-22,7,80.06666666666666,4.0,19.1,1018.275,0.2217999999999165,329,825,1320
2023-06-22,8,77.8,6.0,19.85,1017.825,0.39370000000008076,329,825,1320
2023-06-22,9,78.36666666666667,7.0,20.075,1017.85,0.4117999999999711,329,825,1320
2023-06-22,10,79.66666666666667,8.0,20.025,1018.0,0.3653000000000475,329,825,1320
2023-06-22,11,83.39999999999999,8.0,19.725,1017.825,0.2987999999999147,329,825,1320
2023-06-22,12,83.73333333333333,8.0,19.2,1017.5,0.15550000000007458,329,825,1320
2023-06-22,13,82.0,8.0,19.5,1017.5,0.209699999999998,329,825,1320
2023-06-22,14,81.89999999999999,8.0,19.65,1017.275,0.36369999999999436,329,825,1320
2023-06-22,15,78.83333333333333,7.0,19.75,1017.325,0.52699999999993,329,825,1320
2023-06-22,16,77.33333333333333,7.0,20.325,1017.6,0.44870000000003074,329,825,1320
2023-06-22,17,78.3,6.0,19.925,1017.675,0.3667000000000371,329,825,1320
2023-06-22,18,81.56666666666666,5.0,19.575000000000003,1018.425,0.23109999999996944,329,825,1320
2023-06-22,19,82.23333333333333,5.0,19.0,1019.0,0.10990000000003874,329,825,1320
2023-06-22,20,85.3,5.0,17.95,1019.65,0.03469999999992979,329,825,1320
2023-06-22,21,88.06666666666666,3.0,17.2,1020.025,0.0,329,825,1320
2023-06-22,22,88.5,3.0,16.8,1020.575,0.0,329,825,1320
2023-06-22,23,88.83333333333333,3.0,16.325,1021.125,0.0,329,825,1320
2023-06-23,0,91.96666666666665,3.0,15.799999999999999,1021.5749999999999,0.0,329,825,1320
2023-06-23,1,93.36666666666667,3.0,15.325,1022.0,0.0,329,825,1320
2023-06-23,2,94.60000000000001,3.0,15.075,1022.275,0.0,329,825,1320
2023-06-23,3,95.23333333333333,3.0,14.899999999999999,1022.65,0.0,329,825,1320
2023-06-23,4,95.5,1.0,14.15,1023.125,0.0,329,825,1320
2023-06-23,5,94.93333333333334,1.0,14.875,1023.675,0.0181999999999789,329,825,1320
2023-06-23,6,94.2,1.0,15.75,1023.975,0.0745000000000573,329,825,1320
2023-06-23,7,87.7,2.0,17.475,1024.35,0.12139999999999418,329,825,1320
2023-06-23,8,73.46666666666665,2.0,19.65,1024.625,0.2921000000000049,329,825,1320
2023-06-23,9,62.166666666666664,3.0,21.075,1024.925,0.7231000000000449,329,825,1320
2023-06-23,10,58.43333333333334,4.0,22.05,1025.2,1.080699999999979,329,825,1320
2023-06-23,11,56.199999999999996,6.0,23.3,1025.25,1.356899999999996,329,825,1320
2023-06-23,12,57.26666666666666,7.0,23.8,1025.075,1.261700000000019,329,825,1320
2023-06-23,13,58.06666666666666,7.0,24.1,1024.85,1.3095999999999322,329,825,1320
2023-06-23,14,56.800000000000004,7.0,23.9,1024.7,1.457899999999995,329,825,1320
2023-06-23,15,62.666666666666664,7.0,22.825,1024.875,1.0115000000000691,329,825,1320
2023-06-23,16,64.0,5.0,23.125,1024.8500000000001,0.282799999999952,329,825,1320
2023-06-23,17,60.06666666666666,5.0,22.95,1025.075,0.3568000000000211,329,825,1320
2023-06-23,18,60.06666666666667,5.0,22.5,1025.0,0.14449999999999363,329,825,1320
2023-06-23,19,59.73333333333333,3.0,21.5,1025.2,0.06929999999999836,329,825,1320
2023-06-23,20,67.7,3.0,19.75,1025.45,0.015199999999936153,329,825,1320
2023-06-23,21,73.2,4.0,18.175,1025.65,0.0,329,825,1320
2023-06-23,22,73.60000000000001,5.0,16.975,1025.55,0.0,329,825,1320
2023-06-23,23,77.03333333333333,3.0,15.9,1025.55,0.0,329,825,1320
2023-06-24,0,77.10000000000001,2.0,15.45,1025.55,0.0,330,825,1320
2023-06-24,1,79.76666666666667,2.0,14.8,1025.425,0.0,330,825,1320
2023-06-24,2,83.16666666666667,2.0,14.024999999999999,1025.375,0.0,330,825,1320
2023-06-24,3,85.46666666666665,1.0,13.8,1025.2,0.0,330,825,1320
2023-06-24,4,87.03333333333335,1.0,13.774999999999999,1025.225,0.0,330,825,1320
2023-06-24,5,86.7,1.0,14.425,1025.375,0.017200000000002547,330,825,1320
2023-06-24,6,84.23333333333333,6.0,15.899999999999999,1025.675,0.06410000000005311,330,825,1320
2023-06-24,7,82.36666666666667,7.0,17.5,1025.775,0.10569999999995616,330,825,1320
2023-06-24,8,78.06666666666666,7.0,18.55,1025.85,0.287900000000036,330,825,1320
2023-06-24,9,74.63333333333334,5.0,19.9,1025.75,0.7436000000000149,330,825,1320
2023-06-24,10,68.56666666666666,2.0,21.1,1025.7,1.1223999999999705,330,825,1320
2023-06-24,11,63.43333333333334,1.0,21.775,1025.25,1.451400000000035,330,825,1320
2023-06-24,12,57.9,1.0,22.7,1024.85,1.7110999999999876,330,825,1320
2023-06-24,13,54.0,1.0,23.525,1024.325,1.820699999999988,330,825,1320
2023-06-24,14,51.1,1.0,23.825,1024.025,1.770399999999995,330,825,1320
2023-06-24,15,48.76666666666667,1.0,24.2,1023.525,1.601099999999974,330,825,1320
2023-06-24,16,52.1,1.0,23.8,1023.125,1.2557000000000471,330,825,1320
2023-06-24,17,54.56666666666666,1.0,23.675,1022.65,0.6522999999999683,330,825,1320
